game_id,date,time,season,home_team,away_team,home_score,away_score,home_p1_goals,away_p1_goals,total_p1_goals,total_goals,is_draw,completed,venue_name,odds_over_under,odds_details,home_moneyline_odds,away_moneyline_odds,closing_moneyline_odds,closing_spread_odds,closing_total_odds,odds_data_quality,home_goalie_name,away_goalie_name,home_goalie_id,away_goalie_id,home_goalie_confirmed,away_goalie_confirmed,home_goalie_found,away_goalie_found,goalie_data_quality
401790346,2025-10-04,15:00,2025,LAK,ANA,5,4,3,0,3,9,0,1,crypto.com Arena,0.0,N/A,,,,,,fallback,Darcy Kuemper,Lukas Dostal,2610321,4588165,0,0,1,1,found_both
401790347,2025-10-04,15:00,2025,NSH,CAR,3,2,1,1,2,5,0,1,Bridgestone Arena,0.0,N/A,,,,,,fallback,Juuse Saros,Pyotr Kochetkov,3042109,4565259,0,0,1,1,found_both
401790348,2025-10-04,17:00,2025,DAL,COL,3,2,1,0,1,5,0,1,American Airlines Center,0.0,N/A,,,,,,fallback,Jake Oettinger,Trent Miner,4196914,4587836,0,0,1,1,found_both
401790349,2025-10-04,18:00,2025,WSH,CBJ,2,1,0,0,0,3,0,1,Capital One Arena,0.0,N/A,,,,,,fallback,Logan Thompson,Elvis Merzlikins,4272888,3151038,0,0,1,1,found_both
401790353,2025-10-04,18:00,2025,FLA,TBL,7,0,3,0,3,7,0,1,Amerant Bank Arena,0.0,N/A,,,,,,fallback,Daniil Tarasov,Pheonix Copley,4587994,3095330,0,0,1,1,found_both
401790354,2025-10-04,18:00,2025,DET,TOR,6,5,1,2,3,11,0,1,Little Caesars Arena,0.0,N/A,,,,,,fallback,John Gibson,Dennis Hildeby,2590824,5174160,0,0,1,1,found_both
401790366,2025-10-04,18:00,2025,MTL,OTT,1,3,0,1,1,4,0,1,Bell Centre,0.0,N/A,,,,,,fallback,Sam Montembeault,Linus Ullmark,3942714,3069285,0,0,1,1,found_both
401800983,2025-10-04,18:00,2025,CHI,STL,0,4,0,0,0,4,0,1,United Center,0.0,N/A,,,,,,fallback,Arvid Soderblom,Colten Ellis,4894729,4736758,0,0,1,1,found_both
401790352,2025-10-04,19:00,2025,UTA,SJS,6,4,4,1,5,10,0,1,Delta Center,0.0,N/A,,,,,,fallback,Karel Vejmelka,Yaroslav Askarov,3942065,4697394,0,0,1,1,found_both
401801798,2025-10-07,16:00,2025,FLA,CHI,3,2,2,1,3,5,0,1,Amerant Bank Arena,0.0,N/A,,,,,,fallback,Sergei Bobrovsky,Spencer Knight,5571,4565234,0,0,1,1,found_both
401801799,2025-10-07,19:00,2025,NYR,PIT,0,3,0,1,1,3,0,1,Madison Square Garden,0.0,N/A,,,,,,fallback,Igor Shesterkin,Arturs Silovs,3151297,4576894,0,0,1,1,found_both
401801800,2025-10-07,21:30,2025,LAK,COL,1,4,0,0,0,5,0,1,crypto.com Arena,0.0,N/A,,,,,,fallback,Darcy Kuemper,Scott Wedgewood,2610321,5622,0,0,1,1,found_both
401802355,2025-10-08,18:00,2025,TOR,MTL,5,2,1,1,2,7,0,1,Scotiabank Arena,0.0,N/A,,,,,,fallback,Anthony Stolarz,Sam Montembeault,3067313,3942714,0,0,1,1,found_both
401802356,2025-10-08,18:30,2025,WSH,BOS,1,3,0,0,0,4,0,1,Capital One Arena,0.0,N/A,,,,,,fallback,Logan Thompson,Jeremy Swayman,4272888,4712036,0,0,1,1,found_both
401802357,2025-10-08,21:00,2025,EDM,CGY,3,4,2,0,2,7,0,1,Rogers Place,0.0,N/A,,,,,,fallback,Stuart Skinner,Dustin Wolf,4268767,4587952,0,0,1,1,found_both
401802358,2025-10-08,21:00,2025,VGK,LAK,5,6,0,2,2,11,0,1,T-Mobile Arena,0.0,N/A,,,,,,fallback,Adin Hill,Anton Forsberg,3939714,3036851,0,0,1,1,found_both
401802359,2025-10-09,18:00,2025,BOS,CHI,4,3,1,1,2,7,0,1,TD Garden,0.0,N/A,,,,,,fallback,Joonas Korpisalo,Arvid Soderblom,3069266,4894729,0,0,1,1,found_both
401802360,2025-10-09,18:00,2025,BUF,NYR,0,4,0,1,1,4,0,1,KeyBank Center,0.0,N/A,,,,,,fallback,Alex Lyon,Igor Shesterkin,3654006,3151297,0,0,1,1,found_both
401802361,2025-10-09,18:00,2025,DET,MTL,1,5,1,3,4,6,0,1,Little Caesars Arena,0.0,N/A,,,,,,fallback,John Gibson,Jakub Dobes,2590824,4697686,0,0,1,1,found_both
401802362,2025-10-09,18:00,2025,TBL,OTT,4,5,3,1,4,9,0,1,Benchmark International Arena,0.0,N/A,,,,,,fallback,Andrei Vasilevskiy,Linus Ullmark,2976847,3069285,0,0,1,1,found_both
401802363,2025-10-09,18:00,2025,FLA,PHI,2,1,0,0,0,3,0,1,Amerant Bank Arena,0.0,N/A,,,,,,fallback,Sergei Bobrovsky,Dan Vladar,5571,3942459,0,0,1,1,found_both
401802364,2025-10-09,18:00,2025,PIT,NYI,4,3,1,1,2,7,0,1,PPG Paints Arena,0.0,N/A,,,,,,fallback,Tristan Jarry,Ilya Sorokin,3042020,3151981,0,0,1,1,found_both
401802365,2025-10-09,18:30,2025,CAR,NJD,6,3,1,0,1,9,0,1,Lenovo Center,0.0,N/A,,,,,,fallback,Frederik Andersen,Jacob Markstrom,2517899,5452,0,0,1,1,found_both
401802366,2025-10-09,19:00,2025,STL,MIN,0,5,0,2,2,5,0,1,Enterprise Center,0.0,N/A,,,,,,fallback,Jordan Binnington,Filip Gustavsson,2590874,4272674,0,0,1,1,found_both
401802367,2025-10-09,19:00,2025,NSH,CBJ,2,1,1,1,2,3,0,1,Bridgestone Arena,0.0,N/A,,,,,,fallback,Juuse Saros,Jet Greaves,3042109,4894366,0,0,1,1,found_both
401802368,2025-10-09,19:00,2025,WPG,DAL,4,5,1,2,3,9,0,1,Canada Life Centre,0.0,N/A,,,,,,fallback,Connor Hellebuyck,Jake Oettinger,3020225,4196914,0,0,1,1,found_both
401802369,2025-10-09,20:00,2025,COL,UTA,2,1,1,0,1,3,0,1,Ball Arena,0.0,N/A,,,,,,fallback,Scott Wedgewood,Karel Vejmelka,5622,3942065,0,0,1,1,found_both
401802370,2025-10-09,21:00,2025,VAN,CGY,5,1,1,0,1,6,0,1,Rogers Arena,0.0,N/A,,,,,,fallback,Thatcher Demko,Dustin Wolf,3096217,4587952,0,0,1,1,found_both
401802371,2025-10-09,21:00,2025,SJS,VGK,3,4,1,1,2,7,0,1,SAP Center at San Jose,0.0,N/A,,,,,,fallback,Alex Nedeljkovic,Akira Schmid,3114994,4587845,0,0,1,1,found_both
401802372,2025-10-09,21:00,2025,SEA,ANA,3,1,1,1,2,4,0,1,Climate Pledge Arena,0.0,N/A,,,,,,fallback,Joey Daccord,Lukas Dostal,3942073,4588165,0,0,1,1,found_both
401802373,2025-10-11,12:30,2025,WPG,LAK,3,2,1,0,1,5,0,1,Canada Life Centre,0.0,N/A,,,,,,fallback,Connor Hellebuyck,Darcy Kuemper,3020225,2610321,0,0,1,1,found_both
401802374,2025-10-11,15:00,2025,CGY,STL,2,4,1,0,1,6,0,1,Scotiabank Saddledome,0.0,N/A,,,,,,fallback,Dustin Wolf,Joel Hofer,4587952,4587909,0,0,1,1,found_both
401802375,2025-10-11,18:00,2025,BOS,BUF,3,1,1,0,1,4,0,1,TD Garden,0.0,N/A,,,,,,fallback,Jeremy Swayman,Alex Lyon,4712036,3654006,0,0,1,1,found_both
401802376,2025-10-11,18:00,2025,DET,TOR,6,3,0,2,2,9,0,1,Little Caesars Arena,0.0,N/A,,,,,,fallback,Cam Talbot,Anthony Stolarz,5734,3067313,0,0,1,1,found_both
401802377,2025-10-11,18:00,2025,TBL,NJD,3,5,0,3,3,8,0,1,Benchmark International Arena,0.0,N/A,,,,,,fallback,Andrei Vasilevskiy,Jacob Markstrom,2976847,5452,0,0,1,1,found_both
401802378,2025-10-11,18:00,2025,FLA,OTT,6,2,2,1,3,8,0,1,Amerant Bank Arena,0.0,N/A,,,,,,fallback,Sergei Bobrovsky,Linus Ullmark,5571,3069285,0,0,1,1,found_both
401802379,2025-10-11,18:00,2025,NYI,WSH,2,4,0,2,2,6,0,1,UBS Arena,0.0,N/A,,,,,,fallback,Ilya Sorokin,Logan Thompson,3151981,4272888,0,0,1,1,found_both
401802380,2025-10-11,18:00,2025,PIT,NYR,1,6,0,1,1,7,0,1,PPG Paints Arena,0.0,N/A,,,,,,fallback,Arturs Silovs,Igor Shesterkin,4576894,3151297,0,0,1,1,found_both
401802381,2025-10-11,18:00,2025,CAR,PHI,4,3,0,1,1,7,0,1,Lenovo Center,0.0,N/A,,,,,,fallback,Frederik Andersen,Samuel Ersson,2517899,4587815,0,0,1,1,found_both
