sport,date,game_id,home_team,away_team,status,expected_markets,missing_expected_markets,missing_expected_count,priority_score,spread_market,odds_over_under,corners_line,closing_spread_line,closing_total_line,closing_moneyline_odds,home_moneyline_odds,draw_moneyline_odds,away_moneyline_odds,closing_spread_odds,closing_total_odds,closing_q1_odds,closing_f5_odds,closing_home_over_odds,closing_corners_odds,closing_btts_odds,source_book,source_timestamp,notes
ncaa_baseball,2026-03-21,6541098,CANISI,MERMCK,NO_PRICE,"f5,full_game,q1_yrfi,spread,total","f5,full_game,q1_yrfi,spread,total",5,57,ML,0.0,,,,,,,,,,,,,,,,,
ncaa_baseball,2026-03-21,6541207,IND,MINN,NO_PRICE,"f5,full_game,q1_yrfi,spread,total","f5,full_game,q1_yrfi,spread,total",5,57,ML,0.0,,,,,,,,,,,,,,,,,
ncaa_baseball,2026-03-21,6541245,AUBURN,TEXAS,NO_PRICE,"f5,full_game,q1_yrfi,spread,total","f5,full_game,q1_yrfi,spread,total",5,57,ML,0.0,,,,,,,,,,,,,,,,,
ncaa_baseball,2026-03-21,6541281,TCU,UCF,NO_PRICE,"f5,full_game,q1_yrfi,spread,total","f5,full_game,q1_yrfi,spread,total",5,57,ML,0.0,,,,,,,,,,,,,,,,,
ncaa_baseball,2026-03-21,6541286,VANDY,MISSST,NO_PRICE,"f5,full_game,q1_yrfi,spread,total","f5,full_game,q1_yrfi,spread,total",5,57,ML,0.0,,,,,,,,,,,,,,,,,
ncaa_baseball,2026-03-21,6541368,GASOU,MARSH,NO_PRICE,"f5,full_game,q1_yrfi,spread,total","f5,full_game,q1_yrfi,spread,total",5,57,ML,0.0,,,,,,,,,,,,,,,,,
ncaa_baseball,2026-03-21,6541452,WICHST,CHAR,NO_PRICE,"f5,full_game,q1_yrfi,spread,total","f5,full_game,q1_yrfi,spread,total",5,57,ML,0.0,,,,,,,,,,,,,,,,,
ncaa_baseball,2026-03-21,6541488,XAVIER,WOFFRD,NO_PRICE,"f5,full_game,q1_yrfi,spread,total","f5,full_game,q1_yrfi,spread,total",5,57,ML,0.0,,,,,,,,,,,,,,,,,
ncaa_baseball,2026-03-21,6541539,LMU,PORT,NO_PRICE,"f5,full_game,q1_yrfi,spread,total","f5,full_game,q1_yrfi,spread,total",5,57,ML,0.0,,,,,,,,,,,,,,,,,
ncaa_baseball,2026-03-21,6541592,PURDUE,PENNST,NO_PRICE,"f5,full_game,q1_yrfi,spread,total","f5,full_game,q1_yrfi,spread,total",5,57,ML,0.0,,,,,,,,,,,,,,,,,
ncaa_baseball,2026-03-21,6541620,ODU,APPST,NO_PRICE,"f5,full_game,q1_yrfi,spread,total","f5,full_game,q1_yrfi,spread,total",5,57,ML,0.0,,,,,,,,,,,,,,,,,
ncaa_baseball,2026-03-21,6541686,FDU,NEWHAV,NO_PRICE,"f5,full_game,q1_yrfi,spread,total","f5,full_game,q1_yrfi,spread,total",5,57,ML,0.0,,,,,,,,,,,,,,,,,
ncaa_baseball,2026-03-21,6541723,ALA,FLA,NO_PRICE,"f5,full_game,q1_yrfi,spread,total","f5,full_game,q1_yrfi,spread,total",5,57,ML,0.0,,,,,,,,,,,,,,,,,
ncaa_baseball,2026-03-21,6541755,MERCER,CITDEL,NO_PRICE,"f5,full_game,q1_yrfi,spread,total","f5,full_game,q1_yrfi,spread,total",5,57,ML,0.0,,,,,,,,,,,,,,,,,
ncaa_baseball,2026-03-21,6541818,MCNEES,SELA,NO_PRICE,"f5,full_game,q1_yrfi,spread,total","f5,full_game,q1_yrfi,spread,total",5,57,ML,0.0,,,,,,,,,,,,,,,,,
ncaa_baseball,2026-03-21,6541873,MTSTMY,RIDER,NO_PRICE,"f5,full_game,q1_yrfi,spread,total","f5,full_game,q1_yrfi,spread,total",5,57,ML,0.0,,,,,,,,,,,,,,,,,
ncaa_baseball,2026-03-21,6541892,KENSAW,LIBRTY,NO_PRICE,"f5,full_game,q1_yrfi,spread,total","f5,full_game,q1_yrfi,spread,total",5,57,ML,0.0,,,,,,,,,,,,,,,,,
ncaa_baseball,2026-03-21,6541949,USD,GONZ,NO_PRICE,"f5,full_game,q1_yrfi,spread,total","f5,full_game,q1_yrfi,spread,total",5,57,ML,0.0,,,,,,,,,,,,,,,,,
ncaa_baseball,2026-03-21,6542042,CSUBAK,LBSU,NO_PRICE,"f5,full_game,q1_yrfi,spread,total","f5,full_game,q1_yrfi,spread,total",5,57,ML,0.0,,,,,,,,,,,,,,,,,
ncaa_baseball,2026-03-21,6542047,NOVA,UNCA,NO_PRICE,"f5,full_game,q1_yrfi,spread,total","f5,full_game,q1_yrfi,spread,total",5,57,ML,0.0,,,,,,,,,,,,,,,,,
ncaa_baseball,2026-03-21,6542130,TXST,LA,NO_PRICE,"f5,full_game,q1_yrfi,spread,total","f5,full_game,q1_yrfi,spread,total",5,57,ML,0.0,,,,,,,,,,,,,,,,,
ncaa_baseball,2026-03-21,6542175,LSU,OKLA,NO_PRICE,"f5,full_game,q1_yrfi,spread,total","f5,full_game,q1_yrfi,spread,total",5,57,ML,0.0,,,,,,,,,,,,,,,,,
ncaa_baseball,2026-03-21,6542206,ECAR,UAB,NO_PRICE,"f5,full_game,q1_yrfi,spread,total","f5,full_game,q1_yrfi,spread,total",5,57,ML,0.0,,,,,,,,,,,,,,,,,
ncaa_baseball,2026-03-21,6542236,INDST,BRAD,NO_PRICE,"f5,full_game,q1_yrfi,spread,total","f5,full_game,q1_yrfi,spread,total",5,57,ML,0.0,,,,,,,,,,,,,,,,,
ncaa_baseball,2026-03-21,6542307,STETSN,WGA,NO_PRICE,"f5,full_game,q1_yrfi,spread,total","f5,full_game,q1_yrfi,spread,total",5,57,ML,0.0,,,,,,,,,,,,,,,,,
ncaa_baseball,2026-03-21,6542354,CINCY,UTAH,NO_PRICE,"f5,full_game,q1_yrfi,spread,total","f5,full_game,q1_yrfi,spread,total",5,57,ML,0.0,,,,,,,,,,,,,,,,,
ncaa_baseball,2026-03-21,6542447,NOFLA,FGCU,NO_PRICE,"f5,full_game,q1_yrfi,spread,total","f5,full_game,q1_yrfi,spread,total",5,57,ML,0.0,,,,,,,,,,,,,,,,,
ncaa_baseball,2026-03-21,6542506,MURRAY,VALPO,NO_PRICE,"f5,full_game,q1_yrfi,spread,total","f5,full_game,q1_yrfi,spread,total",5,57,ML,0.0,,,,,,,,,,,,,,,,,
ncaa_baseball,2026-03-21,6542648,EMICH,AKRON,NO_PRICE,"f5,full_game,q1_yrfi,spread,total","f5,full_game,q1_yrfi,spread,total",5,57,ML,0.0,,,,,,,,,,,,,,,,,
ncaa_baseball,2026-03-21,6542722,YALE,BROWN,NO_PRICE,"f5,full_game,q1_yrfi,spread,total","f5,full_game,q1_yrfi,spread,total",5,57,ML,0.0,,,,,,,,,,,,,,,,,
ncaa_baseball,2026-03-21,6542723,YALE,BROWN,NO_PRICE,"f5,full_game,q1_yrfi,spread,total","f5,full_game,q1_yrfi,spread,total",5,57,ML,0.0,,,,,,,,,,,,,,,,,
ncaa_baseball,2026-03-21,6542764,CALBAP,EVANS,NO_PRICE,"f5,full_game,q1_yrfi,spread,total","f5,full_game,q1_yrfi,spread,total",5,57,ML,0.0,,,,,,,,,,,,,,,,,
ncaa_baseball,2026-03-21,6542878,MISS,UK,NO_PRICE,"f5,full_game,q1_yrfi,spread,total","f5,full_game,q1_yrfi,spread,total",5,57,ML,0.0,,,,,,,,,,,,,,,,,
ncaa_baseball,2026-03-21,6542925,TAMUCC,LAMAR,NO_PRICE,"f5,full_game,q1_yrfi,spread,total","f5,full_game,q1_yrfi,spread,total",5,57,ML,0.0,,,,,,,,,,,,,,,,,
ncaa_baseball,2026-03-21,6543011,DAYTON,VCU,NO_PRICE,"f5,full_game,q1_yrfi,spread,total","f5,full_game,q1_yrfi,spread,total",5,57,ML,0.0,,,,,,,,,,,,,,,,,
ncaa_baseball,2026-03-21,6543111,MICH,NEB,NO_PRICE,"f5,full_game,q1_yrfi,spread,total","f5,full_game,q1_yrfi,spread,total",5,57,ML,0.0,,,,,,,,,,,,,,,,,
ncaa_baseball,2026-03-21,6543197,ALCORN,BECOOK,NO_PRICE,"f5,full_game,q1_yrfi,spread,total","f5,full_game,q1_yrfi,spread,total",5,57,ML,0.0,,,,,,,,,,,,,,,,,
ncaa_baseball,2026-03-21,6543199,ALCORN,BECOOK,NO_PRICE,"f5,full_game,q1_yrfi,spread,total","f5,full_game,q1_yrfi,spread,total",5,57,ML,0.0,,,,,,,,,,,,,,,,,
ncaa_baseball,2026-03-21,6543365,SIND,WILL,NO_PRICE,"f5,full_game,q1_yrfi,spread,total","f5,full_game,q1_yrfi,spread,total",5,57,ML,0.0,,,,,,,,,,,,,,,,,
ncaa_baseball,2026-03-21,6543489,MOST,MIDTEN,NO_PRICE,"f5,full_game,q1_yrfi,spread,total","f5,full_game,q1_yrfi,spread,total",5,57,ML,0.0,,,,,,,,,,,,,,,,,
ncaa_baseball,2026-03-21,6543614,OHIOST,BUTLER,NO_PRICE,"f5,full_game,q1_yrfi,spread,total","f5,full_game,q1_yrfi,spread,total",5,57,ML,0.0,,,,,,,,,,,,,,,,,
ncaa_baseball,2026-03-21,6543748,STMARY,PEPPER,NO_PRICE,"f5,full_game,q1_yrfi,spread,total","f5,full_game,q1_yrfi,spread,total",5,57,ML,0.0,,,,,,,,,,,,,,,,,
ncaa_baseball,2026-03-21,6543844,TENN,MIZZOU,NO_PRICE,"f5,full_game,q1_yrfi,spread,total","f5,full_game,q1_yrfi,spread,total",5,57,ML,0.0,,,,,,,,,,,,,,,,,
ncaa_baseball,2026-03-21,6543921,SDAKST,NDST,NO_PRICE,"f5,full_game,q1_yrfi,spread,total","f5,full_game,q1_yrfi,spread,total",5,57,ML,0.0,,,,,,,,,,,,,,,,,
ncaa_baseball,2026-03-21,6543988,UCSD,UCRIV,NO_PRICE,"f5,full_game,q1_yrfi,spread,total","f5,full_game,q1_yrfi,spread,total",5,57,ML,0.0,,,,,,,,,,,,,,,,,
ncaa_baseball,2026-03-21,6544073,VMI,RADFRD,NO_PRICE,"f5,full_game,q1_yrfi,spread,total","f5,full_game,q1_yrfi,spread,total",5,57,ML,0.0,,,,,,,,,,,,,,,,,
ncaa_baseball,2026-03-21,6544256,CHARSO,GWEBB,NO_PRICE,"f5,full_game,q1_yrfi,spread,total","f5,full_game,q1_yrfi,spread,total",5,57,ML,0.0,,,,,,,,,,,,,,,,,
ncaa_baseball,2026-03-21,6544622,MANHAT,QUINN,NO_PRICE,"f5,full_game,q1_yrfi,spread,total","f5,full_game,q1_yrfi,spread,total",5,57,ML,0.0,,,,,,,,,,,,,,,,,
ncaa_baseball,2026-03-21,6544737,IONA,MARIST,NO_PRICE,"f5,full_game,q1_yrfi,spread,total","f5,full_game,q1_yrfi,spread,total",5,57,ML,0.0,,,,,,,,,,,,,,,,,
ncaa_baseball,2026-03-21,6544883,MICHST,IOWA,NO_PRICE,"f5,full_game,q1_yrfi,spread,total","f5,full_game,q1_yrfi,spread,total",5,57,ML,0.0,,,,,,,,,,,,,,,,,
ncaa_baseball,2026-03-21,6544969,COFC,UNCW,NO_PRICE,"f5,full_game,q1_yrfi,spread,total","f5,full_game,q1_yrfi,spread,total",5,57,ML,0.0,,,,,,,,,,,,,,,,,
ncaa_baseball,2026-03-21,6545060,UNLV,UTTECH,NO_PRICE,"f5,full_game,q1_yrfi,spread,total","f5,full_game,q1_yrfi,spread,total",5,57,ML,0.0,,,,,,,,,,,,,,,,,
ncaa_baseball,2026-03-21,6545139,KANST,AZST,NO_PRICE,"f5,full_game,q1_yrfi,spread,total","f5,full_game,q1_yrfi,spread,total",5,57,ML,0.0,,,,,,,,,,,,,,,,,
ncaa_baseball,2026-03-21,6545229,NMEX,ABILCH,NO_PRICE,"f5,full_game,q1_yrfi,spread,total","f5,full_game,q1_yrfi,spread,total",5,57,ML,0.0,,,,,,,,,,,,,,,,,
ncaa_baseball,2026-03-21,6545320,CALPLY,UCDAV,NO_PRICE,"f5,full_game,q1_yrfi,spread,total","f5,full_game,q1_yrfi,spread,total",5,57,ML,0.0,,,,,,,,,,,,,,,,,
ncaa_baseball,2026-03-21,6545395,COPPIN,UMES,NO_PRICE,"f5,full_game,q1_yrfi,spread,total","f5,full_game,q1_yrfi,spread,total",5,57,ML,0.0,,,,,,,,,,,,,,,,,
ncaa_baseball,2026-03-21,6545547,ILL,RUTGER,NO_PRICE,"f5,full_game,q1_yrfi,spread,total","f5,full_game,q1_yrfi,spread,total",5,57,ML,0.0,,,,,,,,,,,,,,,,,
ncaa_baseball,2026-03-21,6545616,STAN,UTVAL,NO_PRICE,"f5,full_game,q1_yrfi,spread,total","f5,full_game,q1_yrfi,spread,total",5,57,ML,0.0,,,,,,,,,,,,,,,,,
ncaa_baseball,2026-03-21,6545826,CSFULL,CSUN,NO_PRICE,"f5,full_game,q1_yrfi,spread,total","f5,full_game,q1_yrfi,spread,total",5,57,ML,0.0,,,,,,,,,,,,,,,,,
ncaa_baseball,2026-03-21,6546075,TXSOU,MSVAL,NO_PRICE,"f5,full_game,q1_yrfi,spread,total","f5,full_game,q1_yrfi,spread,total",5,57,ML,0.0,,,,,,,,,,,,,,,,,
ncaa_baseball,2026-03-21,6546165,GTOWN,YSU,NO_PRICE,"f5,full_game,q1_yrfi,spread,total","f5,full_game,q1_yrfi,spread,total",5,57,ML,0.0,,,,,,,,,,,,,,,,,
ncaa_baseball,2026-03-21,6546241,TOWSON,CAMPBL,NO_PRICE,"f5,full_game,q1_yrfi,spread,total","f5,full_game,q1_yrfi,spread,total",5,57,ML,0.0,,,,,,,,,,,,,,,,,
ncaa_baseball,2026-03-21,6546417,ORU,STTHOM,NO_PRICE,"f5,full_game,q1_yrfi,spread,total","f5,full_game,q1_yrfi,spread,total",5,57,ML,0.0,,,,,,,,,,,,,,,,,
ncaa_baseball,2026-03-21,6546526,KANSAS,HOU,NO_PRICE,"f5,full_game,q1_yrfi,spread,total","f5,full_game,q1_yrfi,spread,total",5,57,ML,0.0,,,,,,,,,,,,,,,,,
ncaa_baseball,2026-03-21,6546564,GRAMB,ALAM,NO_PRICE,"f5,full_game,q1_yrfi,spread,total","f5,full_game,q1_yrfi,spread,total",5,57,ML,0.0,,,,,,,,,,,,,,,,,
ncaa_baseball,2026-03-21,6546743,DEL,DBU,NO_PRICE,"f5,full_game,q1_yrfi,spread,total","f5,full_game,q1_yrfi,spread,total",5,57,ML,0.0,,,,,,,,,,,,,,,,,
ncaa_baseball,2026-03-21,6546813,UVA,WAKE,NO_PRICE,"f5,full_game,q1_yrfi,spread,total","f5,full_game,q1_yrfi,spread,total",5,57,ML,0.0,,,,,,,,,,,,,,,,,
ncaa_baseball,2026-03-21,6546832,SALA,LAMON,NO_PRICE,"f5,full_game,q1_yrfi,spread,total","f5,full_game,q1_yrfi,spread,total",5,57,ML,0.0,,,,,,,,,,,,,,,,,
ncaa_baseball,2026-03-21,6546856,PACIF,SEATTL,NO_PRICE,"f5,full_game,q1_yrfi,spread,total","f5,full_game,q1_yrfi,spread,total",5,57,ML,0.0,,,,,,,,,,,,,,,,,
ncaa_baseball,2026-03-21,6546947,OREGN,NW,NO_PRICE,"f5,full_game,q1_yrfi,spread,total","f5,full_game,q1_yrfi,spread,total",5,57,ML,0.0,,,,,,,,,,,,,,,,,
ncaa_baseball,2026-03-21,6546986,MIAMI,CREIGH,NO_PRICE,"f5,full_game,q1_yrfi,spread,total","f5,full_game,q1_yrfi,spread,total",5,57,ML,0.0,,,,,,,,,,,,,,,,,
ncaa_baseball,2026-03-21,6547184,UCSB,HAWAII,NO_PRICE,"f5,full_game,q1_yrfi,spread,total","f5,full_game,q1_yrfi,spread,total",5,57,ML,0.0,,,,,,,,,,,,,,,,,
ncaa_baseball,2026-03-21,6547243,UMBC,MAINE,NO_PRICE,"f5,full_game,q1_yrfi,spread,total","f5,full_game,q1_yrfi,spread,total",5,57,ML,0.0,,,,,,,,,,,,,,,,,
ncaa_baseball,2026-03-21,6547325,LINWOD,EILL,NO_PRICE,"f5,full_game,q1_yrfi,spread,total","f5,full_game,q1_yrfi,spread,total",5,57,ML,0.0,,,,,,,,,,,,,,,,,
ncaa_baseball,2026-03-21,6547373,SEMO,UTMAR,NO_PRICE,"f5,full_game,q1_yrfi,spread,total","f5,full_game,q1_yrfi,spread,total",5,57,ML,0.0,,,,,,,,,,,,,,,,,
ncaa_baseball,2026-03-21,6547507,WMICH,BALLST,NO_PRICE,"f5,full_game,q1_yrfi,spread,total","f5,full_game,q1_yrfi,spread,total",5,57,ML,0.0,,,,,,,,,,,,,,,,,
ncaa_baseball,2026-03-21,6547640,SFRAN,STCLAR,NO_PRICE,"f5,full_game,q1_yrfi,spread,total","f5,full_game,q1_yrfi,spread,total",5,57,ML,0.0,,,,,,,,,,,,,,,,,
ncaa_baseball,2026-03-21,6547793,MONMTH,STONY,NO_PRICE,"f5,full_game,q1_yrfi,spread,total","f5,full_game,q1_yrfi,spread,total",5,57,ML,0.0,,,,,,,,,,,,,,,,,
ncaa_baseball,2026-03-21,6547921,OMAHA,NCOLO,NO_PRICE,"f5,full_game,q1_yrfi,spread,total","f5,full_game,q1_yrfi,spread,total",5,57,ML,0.0,,,,,,,,,,,,,,,,,
ncaa_baseball,2026-03-21,6547962,BC,CAL,NO_PRICE,"f5,full_game,q1_yrfi,spread,total","f5,full_game,q1_yrfi,spread,total",5,57,ML,0.0,,,,,,,,,,,,,,,,,
ncaa_baseball,2026-03-21,6548021,LAFAYE,ARMY,NO_PRICE,"f5,full_game,q1_yrfi,spread,total","f5,full_game,q1_yrfi,spread,total",5,57,ML,0.0,,,,,,,,,,,,,,,,,
ncaa_baseball,2026-03-21,6548023,LAFAYE,ARMY,NO_PRICE,"f5,full_game,q1_yrfi,spread,total","f5,full_game,q1_yrfi,spread,total",5,57,ML,0.0,,,,,,,,,,,,,,,,,
ncaa_baseball,2026-03-21,6548142,NEVADA,AIRFOR,NO_PRICE,"f5,full_game,q1_yrfi,spread,total","f5,full_game,q1_yrfi,spread,total",5,57,ML,0.0,,,,,,,,,,,,,,,,,
ncaa_baseball,2026-03-21,6548231,PENN,DART,NO_PRICE,"f5,full_game,q1_yrfi,spread,total","f5,full_game,q1_yrfi,spread,total",5,57,ML,0.0,,,,,,,,,,,,,,,,,
ncaa_baseball,2026-03-21,6548233,PENN,DART,NO_PRICE,"f5,full_game,q1_yrfi,spread,total","f5,full_game,q1_yrfi,spread,total",5,57,ML,0.0,,,,,,,,,,,,,,,,,
ncaa_baseball,2026-03-21,6548320,JACKST,PVAM,NO_PRICE,"f5,full_game,q1_yrfi,spread,total","f5,full_game,q1_yrfi,spread,total",5,57,ML,0.0,,,,,,,,,,,,,,,,,
ncaa_baseball,2026-03-21,6548326,NDAME,CLEM,NO_PRICE,"f5,full_game,q1_yrfi,spread,total","f5,full_game,q1_yrfi,spread,total",5,57,ML,0.0,,,,,,,,,,,,,,,,,
ncaa_baseball,2026-03-21,6548400,HOUCHR,UTRGV,NO_PRICE,"f5,full_game,q1_yrfi,spread,total","f5,full_game,q1_yrfi,spread,total",5,57,ML,0.0,,,,,,,,,,,,,,,,,
ncaa_baseball,2026-03-21,6548533,VT,DUKE,NO_PRICE,"f5,full_game,q1_yrfi,spread,total","f5,full_game,q1_yrfi,spread,total",5,57,ML,0.0,,,,,,,,,,,,,,,,,
ncaa_baseball,2026-03-21,6548614,APEAY,LIPSCO,NO_PRICE,"f5,full_game,q1_yrfi,spread,total","f5,full_game,q1_yrfi,spread,total",5,57,ML,0.0,,,,,,,,,,,,,,,,,
ncaa_baseball,2026-03-21,6548882,STPTR,FAIR,NO_PRICE,"f5,full_game,q1_yrfi,spread,total","f5,full_game,q1_yrfi,spread,total",5,57,ML,0.0,,,,,,,,,,,,,,,,,
ncaa_baseball,2026-03-21,6548932,GAST,ARKST,NO_PRICE,"f5,full_game,q1_yrfi,spread,total","f5,full_game,q1_yrfi,spread,total",5,57,ML,0.0,,,,,,,,,,,,,,,,,
ncaa_baseball,2026-03-21,6549020,STJOES,GWASH,NO_PRICE,"f5,full_game,q1_yrfi,spread,total","f5,full_game,q1_yrfi,spread,total",5,57,ML,0.0,,,,,,,,,,,,,,,,,
ncaa_baseball,2026-03-21,6549145,UCLA,MD,NO_PRICE,"f5,full_game,q1_yrfi,spread,total","f5,full_game,q1_yrfi,spread,total",5,57,ML,0.0,,,,,,,,,,,,,,,,,
