sport,date,game_id,closing_moneyline_odds,home_moneyline_odds,away_moneyline_odds,closing_spread_odds,closing_total_odds,closing_q1_odds,closing_f5_odds,closing_home_over_odds,closing_corners_odds,closing_btts_odds,closing_spread_line,closing_total_line,odds_over_under,odds_source_provider,draw_moneyline_odds
ncaa_baseball,2026-03-21,6544969,,,,,,,,,,,,,,,
ncaa_baseball,2026-03-21,6545060,,,,,,,,,,,,,,,
ncaa_baseball,2026-03-21,6545139,,,,,,,,,,,,,,,
ncaa_baseball,2026-03-21,6545229,,,,,,,,,,,,,,,
ncaa_baseball,2026-03-21,6545320,,,,,,,,,,,,,,,
ncaa_baseball,2026-03-21,6545395,,,,,,,,,,,,,,,
ncaa_baseball,2026-03-21,6545547,,,,,,,,,,,,,,,
ncaa_baseball,2026-03-21,6545616,,,,,,,,,,,,,,,
ncaa_baseball,2026-03-21,6545826,,,,,,,,,,,,,,,
ncaa_baseball,2026-03-21,6546075,,,,,,,,,,,,,,,
ncaa_baseball,2026-03-21,6546165,,,,,,,,,,,,,,,
ncaa_baseball,2026-03-21,6546241,,,,,,,,,,,,,,,
ncaa_baseball,2026-03-21,6546417,,,,,,,,,,,,,,,
ncaa_baseball,2026-03-21,6546526,,,,,,,,,,,,,,,
ncaa_baseball,2026-03-21,6546564,,,,,,,,,,,,,,,
ncaa_baseball,2026-03-21,6546743,,,,,,,,,,,,,,,
ncaa_baseball,2026-03-21,6546813,,,,,,,,,,,,,,,
ncaa_baseball,2026-03-21,6546832,,,,,,,,,,,,,,,
ncaa_baseball,2026-03-21,6546856,,,,,,,,,,,,,,,
ncaa_baseball,2026-03-21,6546947,,,,,,,,,,,,,,,
ncaa_baseball,2026-03-21,6546986,,,,,,,,,,,,,,,
ncaa_baseball,2026-03-21,6547184,,,,,,,,,,,,,,,
ncaa_baseball,2026-03-21,6547243,,,,,,,,,,,,,,,
ncaa_baseball,2026-03-21,6547325,,,,,,,,,,,,,,,
ncaa_baseball,2026-03-21,6547373,,,,,,,,,,,,,,,
ncaa_baseball,2026-03-21,6547507,,,,,,,,,,,,,,,
ncaa_baseball,2026-03-21,6547640,,,,,,,,,,,,,,,
ncaa_baseball,2026-03-21,6547793,,,,,,,,,,,,,,,
ncaa_baseball,2026-03-21,6547921,,,,,,,,,,,,,,,
ncaa_baseball,2026-03-21,6547962,,,,,,,,,,,,,,,
ncaa_baseball,2026-03-21,6548021,,,,,,,,,,,,,,,
ncaa_baseball,2026-03-21,6548023,,,,,,,,,,,,,,,
ncaa_baseball,2026-03-21,6548142,,,,,,,,,,,,,,,
ncaa_baseball,2026-03-21,6548231,,,,,,,,,,,,,,,
ncaa_baseball,2026-03-21,6548233,,,,,,,,,,,,,,,
ncaa_baseball,2026-03-21,6548320,,,,,,,,,,,,,,,
ncaa_baseball,2026-03-21,6548326,,,,,,,,,,,,,,,
